order_id,customer_id,order_ts,country,currency,payment_method,shipping_amount,discount_amount,order_status,source_file_date,new_device_type
O20260315-001111,C007451,2026-03-11T20:01:57,GB,GBP,card,0.00,0.00,placed,2026-03-15,C
O20260315-001112,C020621,2026-03-14T06:06:22,FR,EUR,gift_card,2.99,0.00,shipped,2026-03-15,A
O20260315-001113,C035596,2026-03-13T22:00:46,DE,EUR,paypal,2.99,5.00,delivered,2026-03-15,C
O20260315-001114,C025760,2026-03-12T02:40:15,DE,EUR,paypal,0.00,0.00,shipped,2026-03-15,
O20260315-001115,C016590,2026-03-14T07:34:27,DE,EUR,gift_card,0.00,10.00,delivered,2026-03-15,B
O20260315-001116,C001943,2026-03-13T04:39:58,NL,EUR,paypal,7.99,10.00,delivered,2026-03-15,A
O20260315-001117,C019818,2026-03-15T17:44:56,NL,EUR,gift_card,7.99,0.00,placed,2026-03-15,
O20260315-001118,C029414,2026-03-10T10:11:50,US,USD,klarna,0.00,0.00,paid,2026-03-15,
O20260315-001119,C002346,2026-03-13T02:01:44,DE,EUR,gift_card,2.99,5.00,delivered,2026-03-15,C
O20260315-001120,C022588,2026-03-13T05:27:22,DE,EUR,klarna,0.00,10.00,cancelled,2026-03-15,B
O20260315-001121,C013591,2026-03-11T05:31:54,FR,EUR,gift_card,2.99,15.00,cancelled,2026-03-15,C
O20260315-001122,C012143,2026-03-14T17:42:06,SE,SEK,paypal,2.99,10.00,paid,2026-03-15,legacy
O20260315-001123,C010906,2026-03-12T17:41:27,GB,GBP,card,7.99,0.00,shipped,2026-03-15,B
O20260315-001124,C015221,2026-03-13T14:49:41,DE,EUR,paypal,0.00,15.00,cancelled,2026-03-15,legacy
O20260315-001125,C024066,2026-03-11T07:04:52,FR,EUR,card,7.99,15.00,cancelled,2026-03-15,C
O20260315-001126,C005301,2026-03-10T06:20:15,DE,EUR,klarna,7.99,0.00,shipped,2026-03-15,A
O20260315-001127,C030755,2026-03-10T00:31:30,US,USD,klarna,0.00,15.00,cancelled,2026-03-15,
O20260315-001128,C037116,2026-03-13T21:36:39,SE,SEK,gift_card,2.99,5.00,delivered,2026-03-15,
O20260315-001129,C033068,2026-03-12T22:26:08,NL,EUR,card,2.99,15.00,placed,2026-03-15,
O20260315-001130,C037933,2026-03-13T02:39:49,SE,SEK,klarna,4.99,5.00,shipped,2026-03-15,C
O20260315-001131,C011228,2026-03-14T11:37:21,GB,GBP,klarna,0.00,0.00,paid,2026-03-15,A
O20260315-001132,C002266,2026-03-10T10:39:04,GB,GBP,klarna,4.99,0.00,cancelled,2026-03-15,
O20260315-001133,C013643,2026-03-10T22:22:07,NL,EUR,card,0.00,15.00,delivered,2026-03-15,legacy
O20260315-001134,C020226,2026-03-13T03:43:14,NL,EUR,gift_card,2.99,10.00,shipped,2026-03-15,legacy
O20260315-001135,C039676,2026-03-15T10:46:01,GB,GBP,klarna,0.00,10.00,paid,2026-03-15,
O20260315-001136,C009330,2026-03-14T07:16:08,NL,EUR,gift_card,7.99,15.00,delivered,2026-03-15,legacy
O20260315-001137,C013024,2026-03-10T05:13:40,US,USD,card,2.99,15.00,placed,2026-03-15,legacy
O20260315-001138,C004138,2026-03-11T19:41:46,NL,EUR,paypal,4.99,5.00,delivered,2026-03-15,C
O20260315-001139,C020982,2026-03-14T03:04:57,GB,GBP,paypal,7.99,5.00,cancelled,2026-03-15,legacy
O20260315-001140,C016002,2026-03-12T06:04:05,NL,EUR,klarna,2.99,0.00,placed,2026-03-15,C
O20260315-001141,C035065,2026-03-11T12:10:15,US,USD,card,7.99,5.00,cancelled,2026-03-15,
O20260315-001142,C001727,2026-03-15T07:52:59,SE,SEK,card,0.00,0.00,delivered,2026-03-15,C
O20260315-001143,C035858,2026-03-13T22:05:43,SE,SEK,card,0.00,0.00,placed,2026-03-15,legacy
O20260315-001144,C010032,2026-03-13T02:45:16,FR,EUR,card,0.00,10.00,placed,2026-03-15,A
O20260315-001145,C033935,2026-03-13T13:04:27,DE,EUR,gift_card,7.99,0.00,paid,2026-03-15,A
O20260315-001146,C018452,2026-03-11T19:36:30,US,USD,card,2.99,0.00,placed,2026-03-15,A
O20260315-001147,C012302,2026-03-10T09:42:31,SE,SEK,klarna,2.99,0.00,shipped,2026-03-15,
O20260315-001148,C008501,2026-03-15T01:26:23,SE,SEK,card,0.00,0.00,shipped,2026-03-15,
O20260315-001149,C000128,2026-03-15T00:40:18,NL,EUR,card,2.99,0.00,paid,2026-03-15,
O20260315-001150,C024012,2026-03-13T23:29:36,SE,SEK,klarna,2.99,0.00,delivered,2026-03-15,B
O20260315-001151,C008383,2026-03-10T07:38:22,DE,EUR,gift_card,7.99,0.00,placed,2026-03-15,
O20260315-001152,C024758,2026-03-15T22:33:51,NL,EUR,gift_card,7.99,10.00,delivered,2026-03-15,C
O20260315-001153,C028702,2026-03-13T02:13:32,NL,EUR,gift_card,7.99,0.00,paid,2026-03-15,A
O20260315-001154,C039746,2026-03-11T02:34:36,DE,EUR,paypal,7.99,0.00,placed,2026-03-15,legacy
O20260315-001155,C033206,2026-03-12T07:02:17,SE,SEK,klarna,0.00,15.00,shipped,2026-03-15,
O20260315-001156,C022386,2026-03-10T16:26:59,SE,SEK,card,7.99,0.00,shipped,2026-03-15,legacy
O20260315-001157,C035295,2026-03-11T21:01:31,US,USD,gift_card,4.99,0.00,paid,2026-03-15,B
O20260315-001158,C007009,2026-03-13T15:51:20,GB,GBP,klarna,2.99,15.00,placed,2026-03-15,legacy
O20260315-001159,C021319,2026-03-14T21:25:46,FR,EUR,paypal,0.00,5.00,shipped,2026-03-15,
O20260315-001160,C039384,2026-03-14T07:37:11,SE,SEK,gift_card,0.00,15.00,shipped,2026-03-15,legacy
O20260315-001161,C002038,2026-03-12T07:33:20,SE,SEK,gift_card,7.99,0.00,paid,2026-03-15,legacy
O20260315-001162,C030688,2026-03-10T02:49:22,US,USD,paypal,7.99,15.00,shipped,2026-03-15,C
O20260315-001163,C003616,2026-03-10T11:22:43,DE,EUR,klarna,4.99,0.00,shipped,2026-03-15,B
O20260315-001164,C018509,2026-03-15T14:48:58,SE,SEK,gift_card,7.99,10.00,cancelled,2026-03-15,
O20260315-001165,C035262,2026-03-11T05:41:45,FR,EUR,paypal,0.00,0.00,placed,2026-03-15,
O20260315-001166,C009165,2026-03-10T21:00:59,NL,EUR,klarna,0.00,15.00,shipped,2026-03-15,A
O20260315-001167,C004460,2026-03-15T05:18:25,NL,EUR,card,7.99,5.00,delivered,2026-03-15,A
O20260315-001168,C001024,2026-03-13T03:56:01,FR,EUR,klarna,7.99,10.00,delivered,2026-03-15,B
O20260315-001169,C034198,2026-03-12T08:17:09,US,USD,gift_card,2.99,5.00,shipped,2026-03-15,C
O20260315-001170,C003886,2026-03-10T08:36:35,NL,EUR,gift_card,7.99,0.00,placed,2026-03-15,legacy
O20260315-001171,C007699,2026-03-11T14:29:49,US,USD,card,2.99,0.00,paid,2026-03-15,B
O20260315-001172,C030360,2026-03-15T22:18:42,SE,SEK,klarna,2.99,0.00,delivered,2026-03-15,A
O20260315-001173,C008822,2026-03-13T12:42:27,DE,EUR,gift_card,4.99,15.00,placed,2026-03-15,
O20260315-001174,C003739,2026-03-13T07:32:06,DE,EUR,gift_card,7.99,15.00,cancelled,2026-03-15,C
O20260315-001175,C032782,2026-03-11T18:09:16,GB,GBP,gift_card,2.99,5.00,delivered,2026-03-15,C
O20260315-001176,C018515,2026-03-11T03:06:59,US,USD,paypal,0.00,0.00,cancelled,2026-03-15,legacy
O20260315-001177,C018902,2026-03-14T04:15:05,NL,EUR,klarna,4.99,10.00,shipped,2026-03-15,legacy
O20260315-001178,C033431,2026-03-15T05:29:23,US,USD,card,7.99,0.00,placed,2026-03-15,B
O20260315-001179,C017776,2026-03-14T14:17:12,DE,EUR,paypal,4.99,10.00,delivered,2026-03-15,C
O20260315-001180,C001857,2026-03-10T10:13:24,SE,SEK,paypal,4.99,0.00,paid,2026-03-15,B
O20260315-001181,C008092,2026-03-15T10:16:06,DE,EUR,card,0.00,15.00,placed,2026-03-15,
O20260315-001182,C009012,2026-03-15T12:00:31,GB,GBP,card,2.99,10.00,cancelled,2026-03-15,legacy
O20260315-001183,C003458,2026-03-15T11:55:08,DE,EUR,paypal,0.00,5.00,shipped,2026-03-15,A
O20260315-001184,C027777,2026-03-12T20:15:47,DE,EUR,klarna,2.99,15.00,shipped,2026-03-15,C
O20260315-001185,C008919,2026-03-13T13:07:07,GB,GBP,gift_card,0.00,5.00,cancelled,2026-03-15,
O20260315-001186,C020388,2026-03-13T23:09:26,FR,EUR,card,4.99,5.00,shipped,2026-03-15,A
O20260315-001187,C028744,2026-03-13T17:09:25,DE,EUR,paypal,4.99,0.00,cancelled,2026-03-15,C
O20260315-001188,C017676,2026-03-11T18:52:54,US,USD,klarna,0.00,0.00,paid,2026-03-15,A
O20260315-001189,C012770,2026-03-13T17:23:37,DE,EUR,paypal,4.99,15.00,placed,2026-03-15,
O20260315-001190,C013518,2026-03-10T23:59:40,GB,GBP,klarna,2.99,15.00,cancelled,2026-03-15,legacy
O20260315-001191,C022025,2026-03-15T15:20:02,US,USD,gift_card,0.00,15.00,delivered,2026-03-15,B
O20260315-001192,C023640,2026-03-13T09:58:08,DE,EUR,klarna,2.99,5.00,delivered,2026-03-15,
O20260315-001193,C032025,2026-03-12T08:18:49,NL,EUR,klarna,7.99,5.00,cancelled,2026-03-15,C
O20260315-001194,C002224,2026-03-13T13:18:51,DE,EUR,card,0.00,10.00,placed,2026-03-15,A
O20260315-001195,C037245,2026-03-11T16:59:08,NL,EUR,gift_card,4.99,15.00,delivered,2026-03-15,legacy
O20260315-001196,C029982,2026-03-13T11:51:13,DE,EUR,gift_card,7.99,15.00,paid,2026-03-15,
O20260315-001197,C023045,2026-03-10T09:41:51,FR,EUR,gift_card,0.00,15.00,placed,2026-03-15,C
O20260315-001198,C007949,2026-03-15T08:01:29,DE,EUR,paypal,4.99,5.00,shipped,2026-03-15,
O20260315-001199,C012984,2026-03-11T13:02:05,GB,GBP,gift_card,0.00,15.00,cancelled,2026-03-15,legacy
O20260315-001200,C009263,2026-03-10T23:16:29,DE,EUR,card,7.99,15.00,paid,2026-03-15,B
O20260315-001201,C008918,2026-03-13T21:57:50,NL,EUR,card,7.99,5.00,paid,2026-03-15,
O20260315-001202,C025838,2026-03-15T06:08:23,US,USD,card,2.99,15.00,shipped,2026-03-15,legacy
O20260315-001203,C039157,2026-03-11T16:16:17,DE,EUR,paypal,7.99,15.00,cancelled,2026-03-15,B
O20260315-001204,C010178,2026-03-10T07:27:05,SE,SEK,gift_card,4.99,15.00,delivered,2026-03-15,A
O20260315-001205,C017208,2026-03-13T09:38:44,GB,GBP,klarna,4.99,10.00,cancelled,2026-03-15,B
O20260315-001206,C011358,2026-03-12T23:12:46,US,USD,card,7.99,5.00,paid,2026-03-15,B
O20260315-001207,C006978,2026-03-11T07:08:54,NL,EUR,paypal,4.99,0.00,paid,2026-03-15,
O20260315-001208,C039303,2026-03-14T12:55:42,DE,EUR,paypal,7.99,10.00,placed,2026-03-15,B
O20260315-001209,C026782,2026-03-13T22:01:49,NL,EUR,klarna,0.00,5.00,delivered,2026-03-15,C
O20260315-001210,C024025,2026-03-15T02:10:35,SE,SEK,gift_card,2.99,15.00,placed,2026-03-15,
O20260315-001211,C001043,2026-03-13T00:08:45,US,USD,paypal,2.99,0.00,delivered,2026-03-15,A
O20260315-001212,C019134,2026-03-10T20:21:37,GB,GBP,klarna,2.99,15.00,paid,2026-03-15,B
O20260315-001213,C027526,2026-03-12T15:50:17,NL,EUR,paypal,2.99,15.00,paid,2026-03-15,C
O20260315-001214,C017367,2026-03-14T07:52:40,SE,SEK,gift_card,2.99,0.00,delivered,2026-03-15,
O20260315-001215,C014153,2026-03-11T13:49:47,FR,EUR,paypal,0.00,5.00,placed,2026-03-15,
O20260315-001216,C000782,2026-03-14T12:00:31,US,USD,gift_card,2.99,0.00,shipped,2026-03-15,B
O20260315-001217,C016475,2026-03-10T16:24:56,DE,EUR,gift_card,4.99,0.00,delivered,2026-03-15,A
O20260315-001218,C023672,2026-03-13T15:15:07,US,USD,card,4.99,0.00,placed,2026-03-15,B
O20260315-001219,C037211,2026-03-11T06:04:35,FR,EUR,gift_card,2.99,0.00,cancelled,2026-03-15,B
O20260315-001220,C003391,2026-03-12T19:13:53,SE,SEK,paypal,7.99,10.00,paid,2026-03-15,A
O20260315-001221,C008532,2026-03-11T15:12:56,US,USD,klarna,0.00,5.00,cancelled,2026-03-15,A
O20260315-001222,C003387,2026-03-14T21:44:29,SE,SEK,klarna,0.00,15.00,paid,2026-03-15,legacy
O20260315-001223,C035659,2026-03-10T00:00:38,NL,EUR,card,7.99,0.00,paid,2026-03-15,C
O20260315-001224,C036751,2026-03-10T20:30:05,US,USD,paypal,0.00,15.00,cancelled,2026-03-15,
O20260315-001225,C022753,2026-03-14T07:38:41,SE,SEK,klarna,7.99,0.00,paid,2026-03-15,legacy
O20260315-001082,C033789,2026-03-15T23:50:12,SE,SEK,gift_card,4.99,10.00,shipped,2026-03-15,legacy
O20260315-001053,C032602,2026-03-12T11:00:36,GB,GBP,klarna,7.99,0.00,placed,2026-03-15,C
O20260315-001100,C014309,2026-03-10T06:27:25,DE,EUR,klarna,0.00,0.00,cancelled,2026-03-15,legacy
O20260315-001155,C033206,2026-03-12T07:02:17,SE,SEK,klarna,0.00,15.00,shipped,2026-03-15,A
O20260315-001184,C027777,2026-03-12T20:15:47,DE,EUR,klarna,2.99,15.00,shipped,2026-03-15,C
O20260315-001155,C033206,2026-03-12T07:02:17,SE,SEK,klarna,0.00,15.00,shipped,2026-03-15,B
O20260315-001173,C008822,2026-03-13T12:42:27,DE,EUR,gift_card,4.99,15.00,placed,2026-03-15,B
O-BAD-001,,not-a-timestamp,XX,???,cash_in_pigeon,free,-999999,teleported,2026/13/40,C
,,,,,
broken|delimiter|line|not|csv
