order_id,customer_id,order_ts,country,currency,payment_method,shipping_amount,discount_amount,order_status,source_file_date
O20260311-000179,C018954,2026-03-10T01:44:59,SE,SEK,klarna,4.99,0.00,delivered,2026-03-11
O20260311-000180,C011081,2026-03-07T01:42:18,FR,EUR,card,4.99,10.00,placed,2026-03-11
O20260311-000181,C033135,2026-03-11T08:16:08,DE,EUR,klarna,4.99,5.00,placed,2026-03-11
O20260311-000182,C007311,2026-03-07T05:58:37,GB,GBP,paypal,7.99,5.00,paid,2026-03-11
O20260311-000183,C015480,2026-03-08T05:51:33,SE,SEK,card,4.99,0.00,paid,2026-03-11
O20260311-000184,C010103,2026-03-08T13:49:24,FR,EUR,paypal,7.99,0.00,paid,2026-03-11
O20260311-000185,C022615,2026-03-11T20:16:48,FR,EUR,card,0.00,0.00,delivered,2026-03-11
O20260311-000186,C031211,2026-03-09T15:47:48,NL,EUR,paypal,7.99,10.00,delivered,2026-03-11
O20260311-000187,C009513,2026-03-07T13:00:18,SE,SEK,gift_card,7.99,5.00,cancelled,2026-03-11
O20260311-000188,C002689,2026-03-11T17:40:22,GB,GBP,gift_card,4.99,5.00,shipped,2026-03-11
O20260311-000189,C006441,2026-03-09T20:37:25,SE,SEK,gift_card,2.99,15.00,paid,2026-03-11
O20260311-000190,C022113,2026-03-06T22:11:20,FR,EUR,card,0.00,0.00,placed,2026-03-11
O20260311-000191,C006403,2026-03-07T03:43:28,NL,EUR,klarna,2.99,5.00,shipped,2026-03-11
O20260311-000192,C002231,2026-03-11T19:05:03,DE,EUR,paypal,0.00,0.00,placed,2026-03-11
O20260311-000193,C008514,2026-03-08T21:48:57,FR,EUR,paypal,0.00,0.00,shipped,2026-03-11
O20260311-000194,C030603,2026-03-06T02:40:29,SE,SEK,klarna,7.99,5.00,shipped,2026-03-11
O20260311-000195,C004850,2026-03-09T01:24:24,DE,EUR,klarna,0.00,5.00,shipped,2026-03-11
O20260311-000196,C028874,2026-03-11T15:59:12,DE,EUR,gift_card,2.99,10.00,placed,2026-03-11
O20260311-000197,C035431,2026-03-08T06:39:41,DE,EUR,card,7.99,5.00,placed,2026-03-11
O20260311-000198,C004779,2026-03-11T18:46:16,US,USD,gift_card,0.00,10.00,paid,2026-03-11
O20260311-000199,C000057,2026-03-11T21:24:17,GB,GBP,paypal,4.99,10.00,cancelled,2026-03-11
O20260311-000200,C033777,2026-03-06T15:30:27,US,USD,gift_card,0.00,15.00,paid,2026-03-11
O20260311-000201,C025194,2026-03-06T15:07:36,US,USD,klarna,4.99,5.00,delivered,2026-03-11
O20260311-000202,C005942,2026-03-09T17:54:21,US,USD,card,7.99,5.00,paid,2026-03-11
O20260311-000203,C036339,2026-03-11T12:42:12,DE,EUR,klarna,7.99,0.00,shipped,2026-03-11
O20260311-000204,C005562,2026-03-06T14:47:12,NL,EUR,paypal,0.00,0.00,placed,2026-03-11
O20260311-000205,C038860,2026-03-10T15:24:04,GB,GBP,klarna,7.99,15.00,delivered,2026-03-11
O20260311-000206,C002428,2026-03-09T01:21:50,US,USD,card,7.99,0.00,paid,2026-03-11
O20260311-000207,C034284,2026-03-08T21:55:55,GB,GBP,paypal,2.99,0.00,placed,2026-03-11
O20260311-000208,C009280,2026-03-08T20:01:30,GB,GBP,card,2.99,0.00,placed,2026-03-11
O20260311-000209,C003275,2026-03-09T03:29:39,DE,EUR,paypal,0.00,0.00,placed,2026-03-11
O20260311-000210,C038993,2026-03-07T07:04:51,NL,EUR,paypal,7.99,5.00,delivered,2026-03-11
O20260311-000211,C007917,2026-03-06T18:34:08,SE,SEK,klarna,2.99,0.00,cancelled,2026-03-11
O20260311-000212,C021988,2026-03-11T03:17:09,DE,EUR,gift_card,2.99,5.00,cancelled,2026-03-11
O20260311-000213,C028749,2026-03-10T18:02:08,DE,EUR,card,7.99,0.00,placed,2026-03-11
O20260311-000214,C005291,2026-03-11T00:11:59,NL,EUR,card,4.99,10.00,delivered,2026-03-11
O20260311-000215,C008317,2026-03-10T04:40:17,GB,GBP,gift_card,7.99,0.00,paid,2026-03-11
O20260311-000216,C002466,2026-03-07T05:45:31,FR,EUR,card,4.99,5.00,delivered,2026-03-11
O20260311-000217,C036551,2026-03-10T06:07:33,US,USD,card,4.99,15.00,cancelled,2026-03-11
O20260311-000218,C030423,2026-03-06T21:13:17,DE,EUR,card,2.99,0.00,paid,2026-03-11
O20260311-000219,C031092,2026-03-08T05:10:42,GB,GBP,card,0.00,5.00,shipped,2026-03-11
O20260311-000220,C028487,2026-03-09T10:39:51,DE,EUR,gift_card,0.00,0.00,placed,2026-03-11
O20260311-000221,C011527,2026-03-10T00:31:32,FR,EUR,card,0.00,0.00,delivered,2026-03-11
O20260311-000222,C037996,2026-03-09T13:12:47,FR,EUR,klarna,2.99,0.00,shipped,2026-03-11
O20260311-000223,C006427,2026-03-10T23:26:55,DE,EUR,paypal,7.99,0.00,placed,2026-03-11
O20260311-000224,C038345,2026-03-08T01:56:27,NL,EUR,paypal,2.99,15.00,delivered,2026-03-11
O20260311-000225,C025385,2026-03-09T04:29:46,DE,EUR,paypal,4.99,5.00,paid,2026-03-11
O20260311-000226,C008337,2026-03-11T22:36:03,SE,SEK,klarna,2.99,0.00,delivered,2026-03-11
O20260311-000227,C027409,2026-03-10T10:14:56,NL,EUR,klarna,2.99,15.00,paid,2026-03-11
O20260311-000228,C036226,2026-03-10T02:26:54,FR,EUR,gift_card,2.99,15.00,delivered,2026-03-11
O20260311-000229,C018296,2026-03-11T23:27:47,NL,EUR,paypal,2.99,5.00,delivered,2026-03-11
O20260311-000230,C014576,2026-03-07T04:58:36,FR,EUR,card,7.99,0.00,placed,2026-03-11
O20260311-000231,C033045,2026-03-11T13:33:25,NL,EUR,gift_card,0.00,10.00,delivered,2026-03-11
O20260311-000232,C005446,2026-03-07T00:44:46,DE,EUR,gift_card,2.99,0.00,shipped,2026-03-11
O20260311-000233,C015668,2026-03-06T02:01:30,SE,SEK,klarna,2.99,10.00,cancelled,2026-03-11
O20260311-000234,C038251,2026-03-11T14:29:49,GB,GBP,paypal,7.99,0.00,shipped,2026-03-11
O20260311-000235,C030429,2026-03-06T20:00:55,GB,GBP,card,7.99,5.00,cancelled,2026-03-11
O20260311-000236,C019438,2026-03-08T08:44:39,US,USD,paypal,0.00,15.00,shipped,2026-03-11
O20260311-000237,C003593,2026-03-07T21:23:56,GB,GBP,card,0.00,10.00,shipped,2026-03-11
O20260311-000238,C002679,2026-03-09T11:11:41,NL,EUR,card,2.99,0.00,shipped,2026-03-11
O20260311-000239,C035366,2026-03-11T20:30:47,DE,EUR,paypal,2.99,5.00,shipped,2026-03-11
O20260311-000240,C033002,2026-03-06T13:17:03,SE,SEK,card,4.99,5.00,delivered,2026-03-11
O20260311-000241,C032864,2026-03-07T03:30:45,NL,EUR,klarna,7.99,15.00,shipped,2026-03-11
O20260311-000242,C004301,2026-03-10T14:05:05,GB,GBP,gift_card,2.99,5.00,placed,2026-03-11
O20260311-000243,C010799,2026-03-09T03:44:09,US,USD,gift_card,2.99,0.00,cancelled,2026-03-11
O20260311-000244,C001488,2026-03-09T13:43:34,GB,GBP,paypal,7.99,5.00,delivered,2026-03-11
O20260311-000245,C001408,2026-03-09T06:04:01,NL,EUR,paypal,4.99,10.00,cancelled,2026-03-11
O20260311-000246,C021385,2026-03-08T18:42:44,SE,SEK,gift_card,7.99,5.00,cancelled,2026-03-11
O20260311-000247,C020087,2026-03-10T08:14:30,DE,EUR,klarna,4.99,0.00,paid,2026-03-11
O20260311-000248,C018638,2026-03-08T05:39:59,SE,SEK,paypal,4.99,0.00,paid,2026-03-11
O20260311-000249,C010059,2026-03-10T07:07:02,GB,GBP,klarna,2.99,10.00,shipped,2026-03-11
O20260311-000250,C012092,2026-03-10T17:45:02,SE,SEK,klarna,4.99,0.00,shipped,2026-03-11
O20260311-000251,C035381,2026-03-10T17:19:07,NL,EUR,card,7.99,10.00,paid,2026-03-11
O20260311-000252,C020986,2026-03-10T00:47:34,NL,EUR,klarna,4.99,10.00,shipped,2026-03-11
O20260311-000253,C009640,2026-03-07T23:58:59,FR,EUR,gift_card,4.99,0.00,delivered,2026-03-11
O20260311-000254,C009138,2026-03-06T17:07:19,US,USD,card,7.99,15.00,paid,2026-03-11
O20260311-000255,C023423,2026-03-11T10:03:38,NL,EUR,paypal,2.99,5.00,paid,2026-03-11
O20260311-000256,C005479,2026-03-07T14:43:42,US,USD,card,7.99,0.00,delivered,2026-03-11
O20260311-000257,C039530,2026-03-07T16:03:58,SE,SEK,klarna,7.99,0.00,delivered,2026-03-11
O20260311-000258,C025305,2026-03-09T00:18:22,SE,SEK,klarna,4.99,10.00,cancelled,2026-03-11
O20260311-000259,C014136,2026-03-06T14:47:26,US,USD,gift_card,4.99,0.00,delivered,2026-03-11
O20260311-000260,C027145,2026-03-10T18:38:05,GB,GBP,paypal,2.99,5.00,delivered,2026-03-11
O20260311-000261,C021982,2026-03-11T18:48:24,FR,EUR,card,0.00,10.00,shipped,2026-03-11
O20260311-000262,C011462,2026-03-07T14:45:36,NL,EUR,paypal,2.99,0.00,delivered,2026-03-11
O20260311-000263,C036299,2026-03-08T01:52:52,SE,SEK,klarna,4.99,10.00,cancelled,2026-03-11
O20260311-000264,C030373,2026-03-10T00:50:00,GB,GBP,paypal,4.99,5.00,delivered,2026-03-11
O20260311-000265,C018854,2026-03-08T05:31:58,US,USD,paypal,0.00,0.00,shipped,2026-03-11
O20260311-000266,C004373,2026-03-07T23:23:37,NL,EUR,gift_card,7.99,5.00,delivered,2026-03-11
O20260311-000267,C007838,2026-03-09T16:46:36,GB,GBP,card,4.99,0.00,cancelled,2026-03-11
O20260311-000268,C009578,2026-03-09T14:56:44,US,USD,paypal,4.99,0.00,placed,2026-03-11
O20260311-000269,C023670,2026-03-08T20:58:22,SE,SEK,card,4.99,5.00,cancelled,2026-03-11
O20260311-000270,C005035,2026-03-07T06:49:40,GB,GBP,paypal,0.00,15.00,paid,2026-03-11
O20260311-000271,C021143,2026-03-09T21:51:19,FR,EUR,klarna,4.99,0.00,cancelled,2026-03-11
O20260311-000272,C023045,2026-03-10T00:08:33,FR,EUR,klarna,4.99,10.00,delivered,2026-03-11
O20260311-000273,C010685,2026-03-11T06:09:32,SE,SEK,paypal,2.99,15.00,cancelled,2026-03-11
O20260311-000274,C034450,2026-03-07T22:35:44,GB,GBP,card,7.99,10.00,placed,2026-03-11
O20260311-000275,C008601,2026-03-11T15:22:19,US,USD,klarna,2.99,10.00,cancelled,2026-03-11
O20260311-000276,C022417,2026-03-10T22:19:01,FR,EUR,card,2.99,0.00,paid,2026-03-11
O20260311-000277,C014849,2026-03-09T04:13:08,GB,GBP,card,7.99,0.00,placed,2026-03-11
O20260311-000278,C031737,2026-03-08T01:12:06,US,USD,card,0.00,10.00,placed,2026-03-11
O20260311-000279,C002837,2026-03-11T09:42:00,SE,SEK,card,0.00,15.00,paid,2026-03-11
O20260311-000280,C013109,2026-03-10T21:22:01,FR,EUR,card,2.99,5.00,cancelled,2026-03-11
O20260311-000281,C023082,2026-03-10T16:49:46,SE,SEK,paypal,0.00,0.00,cancelled,2026-03-11
O20260311-000282,C034658,2026-03-10T22:12:18,US,USD,paypal,0.00,0.00,paid,2026-03-11
O20260311-000283,C031111,2026-03-09T22:37:11,FR,EUR,gift_card,0.00,0.00,shipped,2026-03-11
O20260311-000284,C027794,2026-03-10T16:14:26,NL,EUR,card,4.99,0.00,delivered,2026-03-11
O20260311-000285,C034061,2026-03-10T15:48:23,US,USD,klarna,0.00,0.00,shipped,2026-03-11
O20260311-000286,C007584,2026-03-08T09:29:38,NL,EUR,klarna,7.99,0.00,cancelled,2026-03-11
O20260311-000287,C019045,2026-03-08T06:54:04,NL,EUR,gift_card,4.99,0.00,placed,2026-03-11
O20260311-000288,C032221,2026-03-06T03:25:28,GB,GBP,card,0.00,0.00,delivered,2026-03-11
O20260311-000289,C038703,2026-03-11T23:59:57,NL,EUR,paypal,0.00,5.00,paid,2026-03-11
O20260311-000290,C013125,2026-03-07T12:07:14,SE,SEK,gift_card,7.99,5.00,cancelled,2026-03-11
O20260311-000291,C017890,2026-03-06T12:22:30,FR,EUR,gift_card,7.99,15.00,shipped,2026-03-11
O20260311-000292,C029795,2026-03-11T03:16:31,DE,EUR,gift_card,2.99,0.00,placed,2026-03-11
O20260311-000293,C003464,2026-03-11T15:43:01,US,USD,paypal,7.99,15.00,shipped,2026-03-11
O20260311-000294,C019842,2026-03-07T19:06:48,DE,EUR,card,7.99,10.00,paid,2026-03-11
O20260311-000295,C032631,2026-03-08T16:16:34,SE,SEK,klarna,0.00,0.00,delivered,2026-03-11
O20260311-000296,C025142,2026-03-08T10:54:24,US,USD,gift_card,7.99,0.00,placed,2026-03-11
O20260311-000297,C036482,2026-03-06T09:56:45,DE,EUR,paypal,7.99,10.00,paid,2026-03-11
O20260311-000298,C025499,2026-03-08T03:36:43,SE,SEK,gift_card,7.99,10.00,cancelled,2026-03-11
O20260311-000299,C033207,2026-03-11T12:16:31,DE,EUR,gift_card,4.99,5.00,shipped,2026-03-11
O20260311-000300,C001845,2026-03-07T01:08:53,US,USD,klarna,4.99,15.00,placed,2026-03-11
O20260311-000301,C022365,2026-03-08T03:27:22,GB,GBP,klarna,7.99,5.00,placed,2026-03-11
O20260311-000302,C016006,2026-03-10T07:41:19,GB,GBP,card,0.00,5.00,placed,2026-03-11
O20260311-000303,C011127,2026-03-11T17:20:02,SE,SEK,gift_card,7.99,15.00,cancelled,2026-03-11
O20260311-000304,C017474,2026-03-11T22:30:37,NL,EUR,card,4.99,10.00,cancelled,2026-03-11
O20260311-000305,C021131,2026-03-07T03:51:31,NL,EUR,card,2.99,5.00,delivered,2026-03-11
O20260311-000306,C022253,2026-03-10T19:19:23,FR,EUR,gift_card,2.99,10.00,placed,2026-03-11
O20260311-000307,C014030,2026-03-09T08:03:19,FR,EUR,gift_card,2.99,15.00,placed,2026-03-11
O20260311-000308,C037893,2026-03-11T18:21:17,GB,GBP,card,7.99,10.00,paid,2026-03-11
O20260311-000309,C005025,2026-03-06T09:32:51,SE,SEK,klarna,7.99,15.00,shipped,2026-03-11
O20260311-000310,C027153,2026-03-08T08:39:32,DE,EUR,gift_card,2.99,0.00,cancelled,2026-03-11
O20260311-000311,C037805,2026-03-08T06:42:52,DE,EUR,gift_card,4.99,15.00,cancelled,2026-03-11
O20260311-000312,C037102,2026-03-06T20:03:33,NL,EUR,paypal,4.99,10.00,paid,2026-03-11
O20260311-000313,C009862,2026-03-06T21:48:19,DE,EUR,gift_card,7.99,5.00,placed,2026-03-11
O20260311-000314,C013341,2026-03-08T08:52:18,GB,GBP,paypal,4.99,15.00,paid,2026-03-11
O20260311-000315,C015630,2026-03-11T04:12:01,NL,EUR,paypal,4.99,10.00,delivered,2026-03-11
O20260311-000316,C028583,2026-03-08T20:57:02,FR,EUR,paypal,2.99,5.00,paid,2026-03-11
O20260311-000317,C016935,2026-03-09T21:35:11,US,USD,card,7.99,0.00,placed,2026-03-11
O20260311-000318,C020573,2026-03-07T09:55:04,US,USD,gift_card,4.99,0.00,delivered,2026-03-11
O20260311-000319,C009212,2026-03-10T03:36:47,GB,GBP,card,4.99,10.00,placed,2026-03-11
O20260311-000320,C039310,2026-03-11T10:21:53,DE,EUR,gift_card,2.99,10.00,paid,2026-03-11
O20260311-000321,C007001,2026-03-10T06:17:28,DE,EUR,gift_card,4.99,15.00,placed,2026-03-11
O20260311-000322,C034962,2026-03-09T22:07:20,NL,EUR,gift_card,7.99,0.00,shipped,2026-03-11
O20260311-000323,C023790,2026-03-08T22:23:52,DE,EUR,klarna,0.00,15.00,placed,2026-03-11
O20260311-000324,C003584,2026-03-06T21:15:16,GB,GBP,gift_card,4.99,5.00,placed,2026-03-11
O20260311-000325,C015492,2026-03-08T12:00:58,FR,EUR,gift_card,4.99,5.00,placed,2026-03-11
O20260311-000326,C019492,2026-03-10T05:58:28,DE,EUR,klarna,7.99,0.00,shipped,2026-03-11
O20260311-000327,C032224,2026-03-08T23:26:59,US,USD,klarna,7.99,0.00,paid,2026-03-11
O20260311-000328,C017103,2026-03-07T02:22:26,GB,GBP,klarna,7.99,0.00,placed,2026-03-11
O20260311-000329,C012042,2026-03-06T14:50:41,GB,GBP,paypal,0.00,10.00,paid,2026-03-11
O20260311-000330,C020025,2026-03-09T18:05:07,GB,GBP,paypal,2.99,15.00,paid,2026-03-11
O20260311-000331,C026891,2026-03-09T14:30:55,FR,EUR,paypal,4.99,0.00,cancelled,2026-03-11
O20260311-000332,C018468,2026-03-10T02:26:23,SE,SEK,paypal,7.99,10.00,cancelled,2026-03-11
O20260311-000333,C001359,2026-03-11T17:41:39,DE,EUR,paypal,0.00,10.00,paid,2026-03-11
O20260311-000334,C011060,2026-03-11T12:39:27,SE,SEK,klarna,2.99,0.00,shipped,2026-03-11
O20260311-000168,C018495,2026-03-11T07:27:44,US,USD,gift_card,4.99,10.00,delivered,2026-03-11
O20260311-000248,C018638,2026-03-08T05:39:59,SE,SEK,paypal,4.99,0.00,paid,2026-03-11
O20260311-000136,C007729,2026-03-06T06:51:39,NL,EUR,gift_card,7.99,0.00,shipped,2026-03-11
O20260311-000239,C035366,2026-03-11T20:30:47,DE,EUR,paypal,2.99,5.00,shipped,2026-03-11
O20260311-000289,C038703,2026-03-11T23:59:57,NL,EUR,paypal,0.00,5.00,paid,2026-03-11
O20260311-000320,C039310,2026-03-11T10:21:53,DE,EUR,gift_card,2.99,10.00,paid,2026-03-11
O20260311-000300,C001845,2026-03-07T01:08:53,US,USD,klarna,4.99,15.00,placed,2026-03-11
O20260311-000233,C015668,2026-03-06T02:01:30,SE,SEK,klarna,2.99,10.00,cancelled,2026-03-11
O-BAD-001,,not-a-timestamp,XX,???,cash_in_pigeon,free,-999999,teleported,2026/13/40
,,,,,
broken|delimiter|line|not|csv
