product_id,sku,product_name,product_type,cost_price,category,brand,list_price,is_active,currency,created_at
P00116,SKU-00116,Product 116,beauty,64.77,tops,Contoso,120.21,true,USD,2024-08-26T12:00:00
P00023,SKU-00023,Product 23,fashion,111.15,skincare,Contoso,170.56,false,USD,2024-09-05T12:00:00
P00057,SKU-00057,Product 57,noos,39.66,bottoms,Northwind,50.52,false,GBP,2024-02-15T12:00:00
P00006,SKU-00006,Product 6,beauty,18.04,tops,Tailspin,30.11,true,GBP,2024-04-23T12:00:00
P00103,SKU-00103,Product 103,home,51.07,kitchen,Northwind,131.37,true,EUR,2024-12-16T12:00:00
P00043,SKU-00043,Product 43,noos,46.51,shoes,Contoso,58.92,true,USD,2024-06-07T12:00:00
P00033,SKU-00033,Product 33,noos,82.16,shoes,Northwind,222.37,true,GBP,2024-10-02T12:00:00
P00115,SKU-00115,Product 115,noos,99.12,shoes,Northwind,138.97,true,USD,2024-08-04T12:00:00
P00048,SKU-00048,Product 48,home,26.00,accessories,Northwind,71.42,true,EUR,2024-11-17T12:00:00
P00005,SKU-00005,Product 5,fashion,14.30,accessories,Fabrikam,30.97,true,GBP,2024-08-18T12:00:00
P00075,SKU-00075,Product 75,beauty,109.29,shoes,Contoso,144.44,true,USD,2024-12-25T12:00:00
P00094,SKU-00094,Product 94,noos,113.89,kitchen,Contoso,184.89,true,USD,2024-04-06T12:00:00
P00106,SKU-00106,Product 106,beauty,63.90,kitchen,AdventureWorks,154.38,true,EUR,2024-09-05T12:00:00
P00110,SKU-00110,Product 110,noos,32.33,shoes,Contoso,85.31,true,USD,2024-05-25T12:00:00
P00037,SKU-00037,Product 37,noos,62.44,accessories,Northwind,162.77,true,EUR,2024-03-15T12:00:00
P00019,SKU-00019,Product 19,noos,98.57,bottoms,AdventureWorks,267.61,true,EUR,2024-09-28T12:00:00
P00007,SKU-00007,Product 7,noos,11.60,accessories,Northwind,29.79,true,EUR,2024-05-15T12:00:00
P00111,SKU-00111,Product 111,beauty,95.54,accessories,Tailspin,155.49,true,EUR,2024-12-10T12:00:00
P00092,SKU-00092,Product 92,beauty,68.52,skincare,Tailspin,168.91,true,GBP,2024-07-15T12:00:00
P00104,SKU-00104,Product 104,beauty,37.08,skincare,Northwind,71.48,true,EUR,2024-06-04T12:00:00
P00074,SKU-00074,Product 74,fashion,74.24,bottoms,Fabrikam,101.93,true,EUR,2024-10-22T12:00:00
P00044,SKU-00044,Product 44,fashion,82.96,accessories,Tailspin,216.91,false,GBP,2024-12-05T12:00:00
P00117,SKU-00117,Product 117,home,116.41,skincare,AdventureWorks,260.73,true,GBP,2024-09-13T12:00:00
P00114,SKU-00114,Product 114,beauty,103.23,tops,Fabrikam,246.88,false,EUR,2024-11-26T12:00:00
P00015,SKU-00015,Product 15,home,82.92,kitchen,Fabrikam,114.30,false,USD,2024-08-01T12:00:00
P00077,SKU-00077,Product 77,home,62.44,tops,AdventureWorks,157.08,true,EUR,2024-06-21T12:00:00
P00011,SKU-00011,Product 11,home,28.08,bottoms,AdventureWorks,51.47,false,USD,2024-05-05T12:00:00
P00010,SKU-00010,Product 10,home,69.64,tops,Contoso,171.97,true,EUR,2024-05-03T12:00:00
P00065,SKU-00065,Product 65,noos,51.94,shoes,AdventureWorks,137.52,true,GBP,2024-07-16T12:00:00
P00087,SKU-00087,Product 87,home,64.62,tops,Contoso,108.17,true,USD,2024-05-01T12:00:00
P00026,SKU-00026,Product 26,beauty,14.97,kitchen,Fabrikam,37.14,true,USD,2024-04-07T12:00:00
P00042,SKU-00042,Product 42,beauty,67.77,skincare,Northwind,93.45,true,GBP,2024-01-27T12:00:00
P00003,SKU-00003,Product 3,noos,73.64,kitchen,Tailspin,137.80,false,GBP,2024-05-26T12:00:00
P00064,SKU-00064,Product 64,noos,48.12,kitchen,Contoso,62.69,false,EUR,2024-09-15T12:00:00
P00046,SKU-00046,Product 46,beauty,94.65,kitchen,Contoso,153.99,true,EUR,2024-01-28T12:00:00
P00095,SKU-00095,Product 95,noos,67.81,tops,AdventureWorks,130.25,false,EUR,2024-01-08T12:00:00
P00050,SKU-00050,Product 50,beauty,7.96,accessories,Fabrikam,15.11,true,EUR,2024-10-07T12:00:00
P00047,SKU-00047,Product 47,noos,58.34,shoes,Fabrikam,98.50,true,USD,2024-01-22T12:00:00
P00109,SKU-00109,Product 109,beauty,100.44,kitchen,Fabrikam,202.31,true,EUR,2024-08-16T12:00:00
P00070,SKU-00070,Product 70,noos,47.67,shoes,Fabrikam,82.95,false,EUR,2024-07-09T12:00:00
P00078,SKU-00078,Product 78,beauty,107.37,kitchen,Contoso,203.66,true,GBP,2024-09-25T12:00:00
P00036,SKU-00036,Product 36,fashion,112.51,shoes,Tailspin,314.75,true,USD,2024-09-07T12:00:00
P00049,SKU-00049,Product 49,home,50.06,tops,Northwind,130.32,true,USD,2024-10-09T12:00:00
,???,BROKEN_PRODUCT,unknown,not_a_number,,???,-19.99,maybe,USDX,2026-99-99T25:61:61
this,is,a,malformed,row,with,too,many,columns,boom
