order_id,customer_id,order_ts,country,currency,payment_method,shipping_amount,discount_amount,order_status,source_file_date
O20260314-000881,C029876,2026-03-14T22:12:10,FR,EUR,paypal,0.00,0.00,delivered,2026-03-14
O20260314-000882,C036626,2026-03-12T19:31:47,SE,SEK,paypal,4.99,0.00,cancelled,2026-03-14
O20260314-000883,C008002,2026-03-13T19:22:05,NL,EUR,klarna,4.99,0.00,placed,2026-03-14
O20260314-000884,C033537,2026-03-09T00:45:59,SE,SEK,paypal,7.99,0.00,delivered,2026-03-14
O20260314-000885,C018877,2026-03-10T00:11:50,US,USD,paypal,4.99,0.00,delivered,2026-03-14
O20260314-000886,C019690,2026-03-11T08:28:51,SE,SEK,gift_card,4.99,0.00,cancelled,2026-03-14
O20260314-000887,C016855,2026-03-14T20:32:46,US,USD,klarna,7.99,10.00,shipped,2026-03-14
O20260314-000888,C002312,2026-03-14T12:21:40,DE,EUR,klarna,7.99,0.00,paid,2026-03-14
O20260314-000889,C036626,2026-03-11T16:32:59,FR,EUR,gift_card,7.99,5.00,delivered,2026-03-14
O20260314-000890,C015575,2026-03-14T06:24:42,GB,GBP,card,7.99,0.00,paid,2026-03-14
O20260314-000891,C001510,2026-03-14T03:51:46,FR,EUR,paypal,7.99,0.00,shipped,2026-03-14
O20260314-000892,C038609,2026-03-12T21:48:28,NL,EUR,card,0.00,0.00,cancelled,2026-03-14
O20260314-000893,C013587,2026-03-12T03:48:46,US,USD,klarna,4.99,0.00,cancelled,2026-03-14
O20260314-000894,C037326,2026-03-12T09:04:37,DE,EUR,card,4.99,10.00,cancelled,2026-03-14
O20260314-000895,C003132,2026-03-12T07:19:28,GB,GBP,paypal,2.99,15.00,shipped,2026-03-14
O20260314-000896,C026794,2026-03-11T06:40:03,US,USD,klarna,2.99,0.00,delivered,2026-03-14
O20260314-000897,C000513,2026-03-10T08:55:32,NL,EUR,gift_card,7.99,5.00,delivered,2026-03-14
O20260314-000898,C009782,2026-03-10T05:23:49,GB,GBP,paypal,2.99,15.00,paid,2026-03-14
O20260314-000899,C035162,2026-03-14T03:33:13,GB,GBP,paypal,2.99,5.00,paid,2026-03-14
O20260314-000900,C028626,2026-03-10T16:21:27,US,USD,klarna,7.99,10.00,delivered,2026-03-14
O20260314-000901,C032455,2026-03-10T00:39:25,GB,GBP,klarna,4.99,15.00,paid,2026-03-14
O20260314-000902,C017617,2026-03-09T08:36:20,NL,EUR,gift_card,4.99,0.00,placed,2026-03-14
O20260314-000903,C023424,2026-03-09T06:05:30,DE,EUR,klarna,4.99,5.00,cancelled,2026-03-14
O20260314-000904,C010397,2026-03-10T22:39:31,GB,GBP,klarna,7.99,5.00,placed,2026-03-14
O20260314-000905,C004219,2026-03-09T20:18:33,GB,GBP,gift_card,2.99,10.00,delivered,2026-03-14
O20260314-000906,C007885,2026-03-09T20:07:50,SE,SEK,gift_card,7.99,5.00,shipped,2026-03-14
O20260314-000907,C017579,2026-03-10T13:22:50,DE,EUR,klarna,0.00,5.00,delivered,2026-03-14
O20260314-000908,C007314,2026-03-10T12:28:33,SE,SEK,gift_card,2.99,0.00,placed,2026-03-14
O20260314-000909,C013537,2026-03-12T23:32:52,FR,EUR,paypal,0.00,0.00,delivered,2026-03-14
O20260314-000910,C002467,2026-03-14T23:20:36,DE,EUR,gift_card,2.99,0.00,shipped,2026-03-14
O20260314-000911,C008275,2026-03-10T08:48:34,DE,EUR,paypal,4.99,15.00,paid,2026-03-14
O20260314-000912,C025007,2026-03-11T17:03:36,NL,EUR,klarna,7.99,0.00,placed,2026-03-14
O20260314-000913,C033172,2026-03-14T08:00:50,GB,GBP,paypal,2.99,5.00,cancelled,2026-03-14
O20260314-000914,C004718,2026-03-12T07:28:47,US,USD,paypal,4.99,15.00,delivered,2026-03-14
O20260314-000915,C031849,2026-03-14T11:20:16,NL,EUR,klarna,7.99,0.00,shipped,2026-03-14
O20260314-000916,C038390,2026-03-13T12:02:39,DE,EUR,gift_card,7.99,5.00,delivered,2026-03-14
O20260314-000917,C009030,2026-03-11T04:03:40,GB,GBP,klarna,2.99,10.00,shipped,2026-03-14
O20260314-000918,C037578,2026-03-14T03:38:44,FR,EUR,paypal,4.99,10.00,delivered,2026-03-14
O20260314-000919,C010064,2026-03-10T11:47:02,GB,GBP,paypal,0.00,5.00,shipped,2026-03-14
O20260314-000920,C014255,2026-03-10T07:55:01,GB,GBP,gift_card,7.99,5.00,shipped,2026-03-14
O20260314-000921,C009094,2026-03-14T05:24:11,FR,EUR,gift_card,4.99,0.00,cancelled,2026-03-14
O20260314-000922,C026062,2026-03-11T20:32:17,SE,SEK,klarna,7.99,0.00,delivered,2026-03-14
O20260314-000923,C039945,2026-03-14T15:53:21,FR,EUR,card,0.00,15.00,cancelled,2026-03-14
O20260314-000924,C029890,2026-03-11T11:23:04,US,USD,paypal,4.99,5.00,placed,2026-03-14
O20260314-000925,C039585,2026-03-13T10:13:43,SE,SEK,card,7.99,5.00,cancelled,2026-03-14
O20260314-000926,C011656,2026-03-10T21:48:15,FR,EUR,klarna,7.99,5.00,delivered,2026-03-14
O20260314-000927,C028468,2026-03-12T12:49:20,NL,EUR,card,7.99,0.00,shipped,2026-03-14
O20260314-000928,C019857,2026-03-09T19:16:41,SE,SEK,paypal,4.99,0.00,delivered,2026-03-14
O20260314-000929,C030852,2026-03-09T15:06:21,FR,EUR,gift_card,2.99,0.00,placed,2026-03-14
O20260314-000930,C017409,2026-03-10T01:31:25,FR,EUR,paypal,4.99,0.00,shipped,2026-03-14
O20260314-000931,C023590,2026-03-10T14:29:07,DE,EUR,card,0.00,0.00,placed,2026-03-14
O20260314-000932,C016533,2026-03-11T14:54:14,SE,SEK,klarna,4.99,0.00,placed,2026-03-14
O20260314-000933,C017198,2026-03-09T17:30:08,GB,GBP,paypal,4.99,5.00,delivered,2026-03-14
O20260314-000934,C022071,2026-03-11T08:06:14,FR,EUR,klarna,4.99,10.00,shipped,2026-03-14
O20260314-000935,C025789,2026-03-10T10:56:41,US,USD,klarna,7.99,0.00,cancelled,2026-03-14
O20260314-000936,C020584,2026-03-13T07:55:09,GB,GBP,klarna,4.99,5.00,cancelled,2026-03-14
O20260314-000937,C038147,2026-03-12T15:47:38,US,USD,klarna,7.99,5.00,cancelled,2026-03-14
O20260314-000938,C026791,2026-03-11T01:09:50,US,USD,klarna,0.00,0.00,delivered,2026-03-14
O20260314-000939,C015620,2026-03-13T23:47:41,DE,EUR,klarna,7.99,0.00,shipped,2026-03-14
O20260314-000940,C030476,2026-03-14T08:25:51,US,USD,gift_card,0.00,5.00,delivered,2026-03-14
O20260314-000941,C038658,2026-03-11T23:51:51,GB,GBP,paypal,4.99,0.00,cancelled,2026-03-14
O20260314-000942,C020929,2026-03-10T10:02:33,SE,SEK,paypal,7.99,5.00,shipped,2026-03-14
O20260314-000943,C026374,2026-03-14T03:29:01,GB,GBP,paypal,7.99,0.00,placed,2026-03-14
O20260314-000944,C030155,2026-03-12T19:43:01,US,USD,card,0.00,10.00,placed,2026-03-14
O20260314-000945,C030148,2026-03-10T20:17:36,NL,EUR,card,7.99,15.00,delivered,2026-03-14
O20260314-000946,C039151,2026-03-13T16:20:20,GB,GBP,card,7.99,0.00,placed,2026-03-14
O20260314-000947,C023932,2026-03-10T07:42:35,GB,GBP,gift_card,7.99,10.00,paid,2026-03-14
O20260314-000948,C012973,2026-03-11T15:15:23,SE,SEK,klarna,7.99,0.00,delivered,2026-03-14
O20260314-000949,C029784,2026-03-13T04:34:34,US,USD,paypal,4.99,0.00,paid,2026-03-14
O20260314-000950,C022637,2026-03-14T06:39:00,DE,EUR,card,4.99,0.00,placed,2026-03-14
O20260314-000951,C030678,2026-03-12T05:31:40,FR,EUR,klarna,2.99,10.00,delivered,2026-03-14
O20260314-000952,C014747,2026-03-12T15:45:49,GB,GBP,gift_card,7.99,0.00,shipped,2026-03-14
O20260314-000953,C001465,2026-03-13T22:49:54,FR,EUR,card,0.00,10.00,paid,2026-03-14
O20260314-000954,C028637,2026-03-12T17:52:09,SE,SEK,gift_card,0.00,15.00,paid,2026-03-14
O20260314-000955,C011894,2026-03-09T13:15:57,SE,SEK,gift_card,4.99,0.00,paid,2026-03-14
O20260314-000956,C034282,2026-03-11T13:37:06,FR,EUR,card,2.99,0.00,paid,2026-03-14
O20260314-000957,C004952,2026-03-12T20:42:10,DE,EUR,klarna,2.99,10.00,placed,2026-03-14
O20260314-000958,C038377,2026-03-11T20:34:36,US,USD,paypal,4.99,15.00,shipped,2026-03-14
O20260314-000959,C020872,2026-03-11T08:40:40,NL,EUR,klarna,7.99,5.00,paid,2026-03-14
O20260314-000960,C024562,2026-03-09T10:17:18,DE,EUR,card,0.00,15.00,placed,2026-03-14
O20260314-000961,C034887,2026-03-09T22:21:05,GB,GBP,paypal,7.99,10.00,paid,2026-03-14
O20260314-000962,C001199,2026-03-09T10:09:03,FR,EUR,paypal,0.00,15.00,paid,2026-03-14
O20260314-000963,C028105,2026-03-10T09:49:06,NL,EUR,klarna,7.99,0.00,shipped,2026-03-14
O20260314-000964,C008820,2026-03-13T00:04:16,NL,EUR,paypal,2.99,0.00,shipped,2026-03-14
O20260314-000965,C003911,2026-03-14T03:11:28,SE,SEK,paypal,2.99,10.00,placed,2026-03-14
O20260314-000966,C000107,2026-03-10T15:56:49,DE,EUR,gift_card,4.99,10.00,delivered,2026-03-14
O20260314-000967,C037553,2026-03-14T13:42:42,US,USD,gift_card,7.99,0.00,cancelled,2026-03-14
O20260314-000968,C030477,2026-03-11T04:47:38,DE,EUR,klarna,0.00,10.00,delivered,2026-03-14
O20260314-000969,C031640,2026-03-09T02:40:26,GB,GBP,paypal,0.00,10.00,paid,2026-03-14
O20260314-000970,C018478,2026-03-10T16:54:33,US,USD,gift_card,0.00,5.00,placed,2026-03-14
O20260314-000971,C025555,2026-03-10T07:02:14,FR,EUR,paypal,7.99,5.00,shipped,2026-03-14
O20260314-000972,C016824,2026-03-10T13:29:19,NL,EUR,card,0.00,10.00,placed,2026-03-14
O20260314-000973,C015119,2026-03-10T21:01:24,SE,SEK,klarna,0.00,15.00,delivered,2026-03-14
O20260314-000974,C001014,2026-03-13T09:08:21,GB,GBP,card,7.99,0.00,placed,2026-03-14
O20260314-000975,C004532,2026-03-09T11:35:36,FR,EUR,card,2.99,10.00,cancelled,2026-03-14
O20260314-000976,C037984,2026-03-11T14:00:29,DE,EUR,klarna,2.99,0.00,shipped,2026-03-14
O20260314-000977,C004390,2026-03-10T07:40:57,DE,EUR,gift_card,2.99,5.00,paid,2026-03-14
O20260314-000978,C000226,2026-03-13T05:07:27,NL,EUR,card,7.99,5.00,shipped,2026-03-14
O20260314-000979,C000686,2026-03-13T19:14:12,FR,EUR,klarna,2.99,15.00,shipped,2026-03-14
O20260314-000980,C005419,2026-03-14T13:23:28,DE,EUR,paypal,4.99,0.00,delivered,2026-03-14
O20260314-000981,C022156,2026-03-12T12:36:13,SE,SEK,klarna,0.00,0.00,paid,2026-03-14
O20260314-000982,C005341,2026-03-12T01:58:51,GB,GBP,card,2.99,15.00,paid,2026-03-14
O20260314-000983,C005688,2026-03-10T10:23:32,DE,EUR,gift_card,0.00,0.00,shipped,2026-03-14
O20260314-000984,C029740,2026-03-14T15:59:31,FR,EUR,card,7.99,0.00,paid,2026-03-14
O20260314-000985,C022637,2026-03-11T16:28:58,US,USD,card,4.99,0.00,paid,2026-03-14
O20260314-000986,C025034,2026-03-14T10:05:25,SE,SEK,klarna,2.99,15.00,cancelled,2026-03-14
O20260314-000987,C013687,2026-03-13T14:24:35,SE,SEK,klarna,0.00,15.00,delivered,2026-03-14
O20260314-000988,C029984,2026-03-11T21:27:54,NL,EUR,card,0.00,10.00,shipped,2026-03-14
O20260314-000989,C020327,2026-03-12T20:53:45,DE,EUR,gift_card,2.99,0.00,delivered,2026-03-14
O20260314-000990,C002924,2026-03-13T07:11:16,DE,EUR,gift_card,7.99,5.00,delivered,2026-03-14
O20260314-000991,C022301,2026-03-14T00:19:34,SE,SEK,klarna,0.00,15.00,shipped,2026-03-14
O20260314-000992,C028757,2026-03-09T06:53:07,GB,GBP,card,4.99,10.00,placed,2026-03-14
O20260314-000993,C018974,2026-03-13T15:03:29,SE,SEK,klarna,4.99,10.00,delivered,2026-03-14
O20260314-000994,C006894,2026-03-14T01:30:36,US,USD,gift_card,7.99,5.00,delivered,2026-03-14
O20260314-000995,C019001,2026-03-09T23:22:26,SE,SEK,klarna,7.99,0.00,cancelled,2026-03-14
O20260314-000996,C029879,2026-03-13T05:24:43,FR,EUR,paypal,4.99,15.00,shipped,2026-03-14
O20260314-000997,C001621,2026-03-13T18:00:38,SE,SEK,klarna,7.99,15.00,shipped,2026-03-14
O20260314-000998,C027320,2026-03-14T13:24:46,GB,GBP,paypal,7.99,0.00,paid,2026-03-14
O20260314-000999,C008665,2026-03-11T17:30:02,FR,EUR,gift_card,7.99,10.00,delivered,2026-03-14
O20260314-001000,C024549,2026-03-11T01:48:41,FR,EUR,paypal,7.99,0.00,delivered,2026-03-14
O20260314-001001,C032572,2026-03-11T18:11:56,DE,EUR,gift_card,0.00,0.00,placed,2026-03-14
O20260314-001002,C015622,2026-03-12T03:08:35,NL,EUR,gift_card,2.99,0.00,placed,2026-03-14
O20260314-001003,C035366,2026-03-09T05:18:12,NL,EUR,paypal,2.99,0.00,paid,2026-03-14
O20260314-001004,C009379,2026-03-13T19:37:59,US,USD,paypal,4.99,5.00,delivered,2026-03-14
O20260314-001005,C026289,2026-03-09T00:53:54,US,USD,gift_card,4.99,0.00,placed,2026-03-14
O20260314-001006,C022531,2026-03-09T04:12:21,NL,EUR,gift_card,7.99,5.00,paid,2026-03-14
O20260314-001007,C020023,2026-03-14T04:32:21,FR,EUR,paypal,7.99,0.00,placed,2026-03-14
O20260314-001008,C017361,2026-03-12T16:56:52,NL,EUR,klarna,4.99,15.00,delivered,2026-03-14
O20260314-001009,C016084,2026-03-14T03:37:40,SE,SEK,card,4.99,0.00,shipped,2026-03-14
O20260314-001010,C020383,2026-03-13T16:51:00,SE,SEK,klarna,2.99,10.00,delivered,2026-03-14
O20260314-001011,C008652,2026-03-12T10:51:01,SE,SEK,gift_card,7.99,15.00,cancelled,2026-03-14
O20260314-001012,C029271,2026-03-10T12:01:43,GB,GBP,paypal,0.00,0.00,cancelled,2026-03-14
O20260314-001013,C011062,2026-03-14T07:56:04,DE,EUR,gift_card,0.00,0.00,cancelled,2026-03-14
O20260314-001014,C021367,2026-03-10T12:26:59,GB,GBP,paypal,2.99,15.00,delivered,2026-03-14
O20260314-001015,C034373,2026-03-11T05:58:56,FR,EUR,gift_card,2.99,0.00,shipped,2026-03-14
O20260314-001016,C020298,2026-03-10T11:51:26,DE,EUR,paypal,0.00,10.00,cancelled,2026-03-14
O20260314-001017,C020298,2026-03-12T03:27:00,NL,EUR,paypal,2.99,0.00,cancelled,2026-03-14
O20260314-001018,C033198,2026-03-14T15:00:01,FR,EUR,klarna,0.00,0.00,paid,2026-03-14
O20260314-001019,C031960,2026-03-12T10:43:05,FR,EUR,paypal,0.00,0.00,paid,2026-03-14
O20260314-001020,C000238,2026-03-14T23:56:31,GB,GBP,klarna,4.99,5.00,shipped,2026-03-14
O20260314-001021,C026107,2026-03-12T16:31:39,US,USD,paypal,0.00,0.00,shipped,2026-03-14
O20260314-001022,C027201,2026-03-13T14:20:41,NL,EUR,card,0.00,5.00,paid,2026-03-14
O20260314-001023,C037432,2026-03-11T08:17:10,NL,EUR,card,2.99,10.00,placed,2026-03-14
O20260314-001024,C035033,2026-03-12T09:47:34,NL,EUR,paypal,2.99,0.00,cancelled,2026-03-14
O20260314-001025,C033272,2026-03-11T04:57:15,SE,SEK,paypal,7.99,15.00,placed,2026-03-14
O20260314-001026,C003210,2026-03-14T08:21:28,NL,EUR,paypal,2.99,0.00,delivered,2026-03-14
O20260314-001027,C004947,2026-03-12T23:42:34,NL,EUR,klarna,0.00,15.00,delivered,2026-03-14
O20260314-001028,C006269,2026-03-12T01:46:06,US,USD,gift_card,7.99,15.00,delivered,2026-03-14
O20260314-001029,C008667,2026-03-14T19:08:22,GB,GBP,card,2.99,0.00,placed,2026-03-14
O20260314-001030,C010141,2026-03-10T23:46:22,FR,EUR,paypal,2.99,0.00,paid,2026-03-14
O20260314-001031,C029489,2026-03-14T08:36:41,FR,EUR,paypal,7.99,15.00,shipped,2026-03-14
O20260314-001032,C010586,2026-03-10T03:21:34,FR,EUR,klarna,4.99,0.00,placed,2026-03-14
O20260314-001033,C013829,2026-03-10T20:28:05,NL,EUR,klarna,2.99,0.00,delivered,2026-03-14
O20260314-001034,C030114,2026-03-12T22:54:07,SE,SEK,klarna,2.99,5.00,cancelled,2026-03-14
O20260314-001035,C015613,2026-03-10T13:10:24,NL,EUR,paypal,4.99,15.00,placed,2026-03-14
O20260314-001036,C035745,2026-03-13T22:04:11,FR,EUR,klarna,7.99,10.00,paid,2026-03-14
O20260314-001037,C028459,2026-03-09T14:30:10,GB,GBP,klarna,4.99,0.00,shipped,2026-03-14
O20260314-001038,C022454,2026-03-12T19:57:29,DE,EUR,gift_card,2.99,15.00,delivered,2026-03-14
O20260314-000896,C026794,2026-03-11T06:40:03,US,USD,klarna,2.99,0.00,delivered,2026-03-14
O20260314-000839,C030622,2026-03-12T02:19:38,NL,EUR,gift_card,4.99,0.00,shipped,2026-03-14
O20260314-001017,C020298,2026-03-12T03:27:00,NL,EUR,paypal,2.99,0.00,cancelled,2026-03-14
O20260314-000983,C005688,2026-03-10T10:23:32,DE,EUR,gift_card,0.00,0.00,shipped,2026-03-14
O20260314-001005,C026289,2026-03-09T00:53:54,US,USD,gift_card,4.99,0.00,placed,2026-03-14
O20260314-000864,C011654,2026-03-13T17:13:54,FR,EUR,card,2.99,5.00,cancelled,2026-03-14
O20260314-000931,C023590,2026-03-10T14:29:07,DE,EUR,card,0.00,0.00,placed,2026-03-14
O20260314-000966,C000107,2026-03-10T15:56:49,DE,EUR,gift_card,4.99,10.00,delivered,2026-03-14
O-BAD-001,,not-a-timestamp,XX,???,cash_in_pigeon,free,-999999,teleported,2026/13/40
,,,,,
broken|delimiter|line|not|csv
