order_id,customer_id,order_ts,country,currency,payment_method,order_status
O20260312-000384,C024432,2026-03-12T04:38:46,SE,SEK,card,placed
O20260312-000385,C019791,2026-03-09T12:01:11,SE,SEK,klarna,placed
O20260312-000386,C037415,2026-03-10T09:39:32,DE,EUR,paypal,cancelled
O20260312-000387,C014104,2026-03-09T08:47:44,NL,EUR,paypal,placed
O20260312-000388,C026128,2026-03-11T21:18:17,FR,EUR,card,placed
O20260312-000389,C008505,2026-03-10T08:29:38,NL,EUR,klarna,paid
O20260312-000390,C021274,2026-03-11T02:39:18,US,USD,gift_card,shipped
O20260312-000391,C025497,2026-03-09T17:00:21,FR,EUR,klarna,delivered
O20260312-000392,C030275,2026-03-07T15:13:34,DE,EUR,paypal,delivered
O20260312-000393,C037442,2026-03-12T20:31:35,US,USD,klarna,cancelled
O20260312-000394,C019926,2026-03-10T10:28:43,SE,SEK,gift_card,cancelled
O20260312-000395,C010928,2026-03-08T11:36:27,FR,EUR,gift_card,cancelled
O20260312-000396,C032163,2026-03-11T12:58:34,GB,GBP,paypal,placed
O20260312-000397,C025936,2026-03-11T06:07:36,US,USD,klarna,delivered
O20260312-000398,C026773,2026-03-10T06:26:57,FR,EUR,klarna,placed
O20260312-000399,C020826,2026-03-08T17:34:25,GB,GBP,paypal,delivered
O20260312-000400,C029456,2026-03-11T05:25:18,SE,SEK,card,paid
O20260312-000401,C006444,2026-03-09T18:41:26,GB,GBP,gift_card,placed
O20260312-000402,C014693,2026-03-11T19:39:32,FR,EUR,card,shipped
O20260312-000403,C016381,2026-03-11T18:40:30,FR,EUR,card,cancelled
O20260312-000404,C025516,2026-03-08T16:55:12,GB,GBP,paypal,paid
O20260312-000405,C030945,2026-03-07T06:20:08,DE,EUR,klarna,paid
O20260312-000406,C030224,2026-03-09T07:43:38,FR,EUR,gift_card,delivered
O20260312-000407,C007285,2026-03-08T10:55:58,FR,EUR,paypal,placed
O20260312-000408,C002119,2026-03-07T21:26:55,US,USD,gift_card,delivered
O20260312-000409,C035216,2026-03-12T22:49:38,SE,SEK,card,placed
O20260312-000410,C026110,2026-03-07T01:23:25,SE,SEK,gift_card,placed
O20260312-000411,C017204,2026-03-08T03:46:10,DE,EUR,klarna,paid
O20260312-000412,C031628,2026-03-11T08:06:21,DE,EUR,card,paid
O20260312-000413,C022443,2026-03-10T22:28:21,SE,SEK,gift_card,shipped
O20260312-000414,C002343,2026-03-11T04:33:18,FR,EUR,card,cancelled
O20260312-000415,C019086,2026-03-10T22:10:36,SE,SEK,klarna,shipped
O20260312-000416,C008425,2026-03-11T19:18:54,DE,EUR,gift_card,placed
O20260312-000417,C038223,2026-03-10T04:37:00,DE,EUR,klarna,cancelled
O20260312-000418,C031259,2026-03-08T05:22:41,NL,EUR,paypal,shipped
O20260312-000419,C031802,2026-03-07T05:55:33,NL,EUR,gift_card,delivered
O20260312-000420,C004244,2026-03-10T07:19:13,US,USD,paypal,cancelled
O20260312-000421,C007838,2026-03-07T06:22:31,GB,GBP,gift_card,paid
O20260312-000422,C013274,2026-03-10T21:02:25,GB,GBP,card,placed
O20260312-000423,C036261,2026-03-08T23:34:55,SE,SEK,card,cancelled
O20260312-000424,C016252,2026-03-11T08:51:47,FR,EUR,paypal,delivered
O20260312-000425,C002637,2026-03-08T08:35:17,DE,EUR,card,paid
O20260312-000426,C019842,2026-03-12T06:14:15,FR,EUR,gift_card,cancelled
O20260312-000427,C020897,2026-03-07T02:12:30,US,USD,card,delivered
O20260312-000428,C006546,2026-03-08T18:13:38,DE,EUR,gift_card,placed
O20260312-000429,C028165,2026-03-12T23:56:28,FR,EUR,paypal,shipped
O20260312-000430,C039411,2026-03-10T15:40:11,NL,EUR,klarna,shipped
O20260312-000431,C019638,2026-03-10T17:15:21,GB,GBP,klarna,placed
O20260312-000432,C031955,2026-03-12T10:57:32,DE,EUR,gift_card,paid
O20260312-000433,C028313,2026-03-07T09:06:59,US,USD,gift_card,paid
O20260312-000434,C007125,2026-03-11T06:19:32,DE,EUR,klarna,delivered
O20260312-000435,C019665,2026-03-08T06:36:43,US,USD,paypal,paid
O20260312-000436,C011258,2026-03-11T19:42:10,NL,EUR,klarna,delivered
O20260312-000437,C017655,2026-03-11T08:30:59,GB,GBP,klarna,shipped
O20260312-000438,C023196,2026-03-07T10:28:19,SE,SEK,gift_card,placed
O20260312-000439,C003625,2026-03-09T11:41:51,NL,EUR,paypal,placed
O20260312-000440,C013253,2026-03-11T21:45:16,GB,GBP,klarna,shipped
O20260312-000441,C025062,2026-03-10T17:35:47,NL,EUR,paypal,cancelled
O20260312-000442,C017955,2026-03-12T02:15:10,NL,EUR,klarna,delivered
O20260312-000443,C025564,2026-03-07T22:31:15,US,USD,klarna,placed
O20260312-000444,C022459,2026-03-10T17:23:28,US,USD,klarna,paid
O20260312-000445,C004849,2026-03-10T23:26:52,GB,GBP,paypal,shipped
O20260312-000446,C013107,2026-03-08T02:28:15,FR,EUR,klarna,cancelled
O20260312-000447,C001433,2026-03-11T02:55:50,SE,SEK,klarna,paid
O20260312-000448,C021055,2026-03-09T07:29:23,DE,EUR,klarna,shipped
O20260312-000449,C001517,2026-03-11T03:41:26,FR,EUR,gift_card,placed
O20260312-000450,C003951,2026-03-08T11:01:36,FR,EUR,gift_card,shipped
O20260312-000451,C032245,2026-03-10T18:21:40,FR,EUR,card,placed
O20260312-000452,C007362,2026-03-08T05:51:32,FR,EUR,card,paid
O20260312-000453,C028243,2026-03-10T14:28:56,US,USD,paypal,paid
O20260312-000454,C037698,2026-03-10T14:33:49,GB,GBP,gift_card,cancelled
O20260312-000455,C000417,2026-03-08T12:01:00,SE,SEK,paypal,paid
O20260312-000456,C014608,2026-03-08T21:49:20,SE,SEK,gift_card,shipped
O20260312-000457,C037805,2026-03-11T06:49:09,GB,GBP,paypal,placed
O20260312-000458,C034959,2026-03-08T01:49:08,US,USD,klarna,shipped
O20260312-000459,C013685,2026-03-11T09:10:27,DE,EUR,klarna,shipped
O20260312-000460,C008999,2026-03-09T03:53:24,US,USD,card,delivered
O20260312-000461,C029283,2026-03-09T12:12:13,US,USD,gift_card,paid
O20260312-000462,C037900,2026-03-07T16:07:10,FR,EUR,paypal,cancelled
O20260312-000463,C020768,2026-03-09T06:13:05,SE,SEK,klarna,cancelled
O20260312-000464,C029947,2026-03-12T00:24:51,US,USD,gift_card,shipped
O20260312-000465,C020315,2026-03-12T13:54:41,SE,SEK,klarna,delivered
O20260312-000466,C001039,2026-03-10T23:41:57,NL,EUR,klarna,paid
O20260312-000467,C037001,2026-03-12T04:33:09,DE,EUR,paypal,placed
O20260312-000468,C013752,2026-03-07T21:18:23,FR,EUR,gift_card,paid
O20260312-000469,C033987,2026-03-11T23:51:51,DE,EUR,paypal,paid
O20260312-000470,C032608,2026-03-11T09:25:40,US,USD,klarna,shipped
O20260312-000471,C001693,2026-03-10T00:56:30,US,USD,card,placed
O20260312-000472,C024710,2026-03-08T23:33:10,FR,EUR,paypal,shipped
O20260312-000473,C006038,2026-03-09T02:07:30,DE,EUR,gift_card,delivered
O20260312-000474,C039536,2026-03-07T00:19:30,DE,EUR,gift_card,shipped
O20260312-000475,C035389,2026-03-10T19:42:45,GB,GBP,card,cancelled
O20260312-000476,C008247,2026-03-11T16:08:51,DE,EUR,paypal,placed
O20260312-000477,C026466,2026-03-10T19:06:15,GB,GBP,paypal,shipped
O20260312-000478,C030288,2026-03-07T18:33:33,SE,SEK,klarna,delivered
O20260312-000479,C009518,2026-03-08T23:59:54,SE,SEK,card,paid
O20260312-000480,C000939,2026-03-11T20:02:53,DE,EUR,paypal,shipped
O20260312-000481,C037493,2026-03-09T15:54:22,US,USD,paypal,paid
O20260312-000482,C017224,2026-03-08T14:07:47,NL,EUR,klarna,paid
O20260312-000483,C022347,2026-03-09T17:29:42,SE,SEK,card,shipped
O20260312-000484,C023949,2026-03-09T20:01:34,US,USD,paypal,delivered
O20260312-000485,C007883,2026-03-08T22:18:08,US,USD,klarna,delivered
O20260312-000486,C005438,2026-03-08T05:25:52,FR,EUR,paypal,placed
O20260312-000487,C023196,2026-03-08T19:49:09,DE,EUR,card,paid
O20260312-000488,C034792,2026-03-11T11:10:06,GB,GBP,paypal,cancelled
O20260312-000489,C027789,2026-03-11T08:03:25,FR,EUR,klarna,delivered
O20260312-000490,C030672,2026-03-10T04:46:19,NL,EUR,card,cancelled
O20260312-000491,C020422,2026-03-11T23:39:38,GB,GBP,card,paid
O20260312-000492,C031519,2026-03-11T07:25:50,DE,EUR,paypal,cancelled
O20260312-000493,C016291,2026-03-10T02:14:17,DE,EUR,paypal,cancelled
O20260312-000494,C009952,2026-03-11T14:09:43,GB,GBP,klarna,placed
O20260312-000495,C020393,2026-03-08T03:49:40,FR,EUR,gift_card,shipped
O20260312-000496,C035472,2026-03-07T19:29:09,US,USD,card,placed
O20260312-000497,C016742,2026-03-12T20:29:27,NL,EUR,paypal,paid
O20260312-000498,C006754,2026-03-12T23:38:38,FR,EUR,klarna,delivered
O20260312-000499,C003713,2026-03-07T03:55:49,NL,EUR,klarna,cancelled
O20260312-000500,C027502,2026-03-07T08:22:05,SE,SEK,card,paid
O20260312-000501,C032439,2026-03-11T18:27:42,FR,EUR,klarna,cancelled
O20260312-000502,C037069,2026-03-09T19:33:55,FR,EUR,gift_card,placed
O20260312-000503,C006461,2026-03-08T03:07:48,FR,EUR,paypal,cancelled
O20260312-000504,C025805,2026-03-07T23:02:22,NL,EUR,gift_card,cancelled
O20260312-000505,C026129,2026-03-07T23:49:27,US,USD,card,paid
O20260312-000506,C021559,2026-03-12T09:58:26,US,USD,card,shipped
O20260312-000507,C022548,2026-03-10T07:17:28,GB,GBP,card,shipped
O20260312-000508,C013722,2026-03-08T17:41:20,DE,EUR,gift_card,delivered
O20260312-000509,C021874,2026-03-10T19:34:47,US,USD,paypal,placed
O20260312-000510,C005927,2026-03-07T12:20:39,GB,GBP,gift_card,paid
O20260312-000511,C031814,2026-03-10T10:51:28,SE,SEK,klarna,shipped
O20260312-000512,C007306,2026-03-11T18:19:58,US,USD,klarna,cancelled
O20260312-000513,C004977,2026-03-11T02:05:45,GB,GBP,gift_card,shipped
O20260312-000514,C023187,2026-03-09T04:58:24,FR,EUR,card,cancelled
O20260312-000515,C021223,2026-03-11T14:52:02,US,USD,paypal,placed
O20260312-000516,C014711,2026-03-07T07:15:56,NL,EUR,paypal,paid
O20260312-000517,C019451,2026-03-11T00:54:39,US,USD,gift_card,cancelled
O20260312-000518,C037231,2026-03-11T13:11:54,FR,EUR,gift_card,shipped
O20260312-000519,C028267,2026-03-10T11:57:59,SE,SEK,paypal,shipped
O20260312-000520,C008815,2026-03-10T22:15:50,US,USD,paypal,delivered
O20260312-000521,C020545,2026-03-12T19:14:46,FR,EUR,klarna,shipped
O20260312-000522,C003487,2026-03-09T19:28:31,FR,EUR,gift_card,placed
O20260312-000523,C029391,2026-03-08T20:03:57,FR,EUR,klarna,placed
O20260312-000524,C023227,2026-03-12T23:17:36,GB,GBP,klarna,delivered
O20260312-000525,C008740,2026-03-09T06:42:28,NL,EUR,klarna,paid
O20260312-000526,C033290,2026-03-09T04:49:34,FR,EUR,klarna,placed
O20260312-000527,C023485,2026-03-08T03:49:04,GB,GBP,card,paid
O20260312-000528,C039422,2026-03-11T05:01:41,DE,EUR,gift_card,placed
O20260312-000529,C026448,2026-03-08T22:43:24,US,USD,gift_card,paid
O20260312-000530,C011993,2026-03-12T09:22:11,SE,SEK,gift_card,placed
O20260312-000531,C017073,2026-03-09T06:14:22,DE,EUR,card,placed
O20260312-000532,C016894,2026-03-12T19:03:35,FR,EUR,card,paid
O20260312-000533,C034677,2026-03-12T00:20:24,US,USD,klarna,cancelled
O20260312-000534,C004548,2026-03-11T06:40:39,SE,SEK,gift_card,paid
O20260312-000535,C006355,2026-03-07T04:38:23,SE,SEK,paypal,cancelled
O20260312-000536,C029171,2026-03-12T19:02:59,DE,EUR,card,placed
O20260312-000537,C011824,2026-03-08T16:10:57,SE,SEK,card,cancelled
O20260312-000538,C022112,2026-03-09T21:35:53,DE,EUR,gift_card,cancelled
O20260312-000539,C022174,2026-03-11T11:09:15,US,USD,gift_card,placed
O20260312-000540,C003842,2026-03-09T21:45:48,SE,SEK,card,cancelled
O20260312-000541,C037689,2026-03-07T17:33:25,FR,EUR,paypal,paid
O20260312-000542,C012979,2026-03-10T20:27:25,NL,EUR,gift_card,delivered
O20260312-000543,C032194,2026-03-12T10:35:30,US,USD,gift_card,shipped
O20260312-000544,C003613,2026-03-08T01:12:05,GB,GBP,klarna,placed
O20260312-000545,C001833,2026-03-12T09:24:12,FR,EUR,klarna,cancelled
O20260312-000546,C011685,2026-03-08T11:43:44,FR,EUR,card,delivered
O20260312-000547,C014521,2026-03-07T10:04:45,DE,EUR,paypal,cancelled
O20260312-000548,C001022,2026-03-12T12:13:57,GB,GBP,card,paid
O20260312-000549,C021677,2026-03-11T12:52:14,GB,GBP,klarna,paid
O20260312-000550,C039240,2026-03-11T19:42:16,DE,EUR,gift_card,shipped
O20260312-000551,C000671,2026-03-09T13:24:17,NL,EUR,paypal,cancelled
O20260312-000552,C025918,2026-03-12T22:49:28,US,USD,paypal,placed
O20260312-000553,C010416,2026-03-09T02:11:34,US,USD,klarna,delivered
O20260312-000554,C035145,2026-03-10T09:54:36,SE,SEK,klarna,delivered
O20260312-000555,C005670,2026-03-08T15:12:08,DE,EUR,card,placed
O20260312-000556,C014985,2026-03-12T12:11:05,US,USD,card,cancelled
O20260312-000557,C028712,2026-03-07T04:28:38,SE,SEK,card,shipped
O20260312-000558,C037277,2026-03-12T04:21:55,US,USD,klarna,delivered
O20260312-000559,C003699,2026-03-09T12:09:18,DE,EUR,card,paid
O20260312-000560,C028762,2026-03-12T14:04:53,SE,SEK,paypal,paid
O20260312-000561,C035857,2026-03-10T01:07:43,DE,EUR,card,cancelled
O20260312-000562,C011136,2026-03-07T10:23:02,US,USD,paypal,placed
O20260312-000563,C000225,2026-03-08T01:52:24,NL,EUR,card,cancelled
O20260312-000564,C004845,2026-03-12T20:52:58,FR,EUR,gift_card,cancelled
O20260312-000565,C029470,2026-03-07T07:43:31,NL,EUR,klarna,delivered
O20260312-000566,C029768,2026-03-08T11:14:09,DE,EUR,klarna,shipped
O20260312-000567,C024123,2026-03-07T00:27:51,DE,EUR,klarna,delivered
O20260312-000568,C035488,2026-03-11T12:08:53,NL,EUR,klarna,delivered
O20260312-000569,C030185,2026-03-07T14:28:24,NL,EUR,gift_card,shipped
O20260312-000570,C026142,2026-03-11T23:33:13,GB,GBP,paypal,cancelled
O20260312-000571,C023817,2026-03-09T17:55:48,DE,EUR,gift_card,paid
O20260312-000572,C009263,2026-03-09T03:34:41,NL,EUR,gift_card,delivered
O20260312-000573,C013069,2026-03-11T10:35:56,US,USD,paypal,delivered
O20260312-000574,C029032,2026-03-12T22:13:24,DE,EUR,paypal,paid
O20260312-000575,C026338,2026-03-08T06:09:26,GB,GBP,klarna,paid
O20260312-000576,C020724,2026-03-08T19:33:47,NL,EUR,card,placed
O20260312-000577,C000569,2026-03-12T10:54:05,US,USD,klarna,paid
O20260312-000578,C020157,2026-03-12T11:39:58,DE,EUR,klarna,shipped
O20260312-000579,C011484,2026-03-10T09:06:51,GB,GBP,paypal,delivered
O20260312-000580,C034886,2026-03-08T13:10:35,US,USD,gift_card,placed
O20260312-000581,C009611,2026-03-09T03:48:02,GB,GBP,paypal,delivered
O20260312-000582,C011172,2026-03-12T18:44:52,NL,EUR,klarna,cancelled
O20260312-000583,C029317,2026-03-12T15:42:36,DE,EUR,klarna,shipped
O20260312-000584,C011616,2026-03-11T19:19:43,US,USD,gift_card,paid
O20260312-000585,C021018,2026-03-10T22:50:50,GB,GBP,card,delivered
O20260312-000586,C038688,2026-03-09T05:23:54,US,USD,klarna,shipped
O20260312-000587,C001537,2026-03-09T10:57:10,FR,EUR,card,shipped
O20260312-000448,C021055,2026-03-09T07:29:23,DE,EUR,klarna,shipped
O20260312-000444,C022459,2026-03-10T17:23:28,US,USD,klarna,paid
O20260312-000345,C024003,2026-03-08T00:42:25,GB,GBP,gift_card,paid
O20260312-000524,C023227,2026-03-12T23:17:36,GB,GBP,klarna,delivered
O20260312-000527,C023485,2026-03-08T03:49:04,GB,GBP,card,paid
O20260312-000450,C003951,2026-03-08T11:01:36,FR,EUR,gift_card,shipped
O20260312-000355,C033015,2026-03-08T23:50:17,SE,SEK,card,paid
O20260312-000474,C039536,2026-03-07T00:19:30,DE,EUR,gift_card,shipped
O20260312-000368,C008422,2026-03-10T04:25:49,NL,EUR,klarna,cancelled
O20260312-000582,C011172,2026-03-12T18:44:52,NL,EUR,klarna,cancelled
O-BAD-001,,not-a-timestamp,XX,???,cash_in_pigeon,teleported
,,,,,
broken|delimiter|line|not|csv
